project_id,project_name,program_group,project_start_date,project_completion_date,extended_affordability_status,prevailing_wage_status,extremely_low_income_units,very_low_income,low_income_units,moderate_income,middle_income,other,counted_rental_units,counted_homeownership_units,all_counted_units,total_units,senior_units,planned_tax_benefit
73482,43-09 52ND STREET,Multifamily Incentives Program,2024-06-27T00:00:00.000,,No,Non Prevailing Wage,0,3,2,1,0,0,6,0,6,33,0,
73483,PARADISE MANAGEMENT CLUSTER 6.HPO.FY23,Multifamily Finance Program,2023-12-27T00:00:00.000,2023-12-27T00:00:00.000,Yes,Non Prevailing Wage,2,10,69,4,0,1,86,0,86,86,5,Article XI
73484,PARADISE MANAGEMENT CLUSTER 7.HPO.FY23,Multifamily Finance Program,2023-12-27T00:00:00.000,2023-12-27T00:00:00.000,Yes,Non Prevailing Wage,1,0,95,0,0,0,96,0,96,96,5,Article XI
73485,COALITION HOUSES YR15.FY24,Multifamily Finance Program,2024-04-30T00:00:00.000,,No,Non Prevailing Wage,27,8,4,0,0,1,40,0,40,40,0,420c
73489,PARADISE MANAGEMENT CLUSTER 8.HPO.FY23,Multifamily Finance Program,2023-12-27T00:00:00.000,2023-12-27T00:00:00.000,Yes,Non Prevailing Wage,0,2,82,1,0,1,86,0,86,86,6,Article XI
73490,PARADISE MANAGEMENT CLUSTER 9.HPO.FY23,Multifamily Finance Program,2023-12-27T00:00:00.000,2023-12-27T00:00:00.000,Yes,Non Prevailing Wage,1,10,93,0,0,2,106,0,106,106,3,Article XI
73491,PARADISE MANAGEMENT CLUSTER 10.HPO.FY23,Multifamily Finance Program,2023-12-27T00:00:00.000,2023-12-27T00:00:00.000,Yes,Non Prevailing Wage,1,5,82,8,0,2,98,0,98,98,7,Article XI
73492,PARADISE MANAGEMENT CLUSTER 11.HPO.FY23,Multifamily Finance Program,2023-12-27T00:00:00.000,2023-12-27T00:00:00.000,Yes,Non Prevailing Wage,6,17,52,2,0,1,78,0,78,78,3,Article XI
73493,PARADISE MANAGEMENT CLUSTER 12.HPO.FY23,Multifamily Finance Program,2023-12-27T00:00:00.000,2023-12-27T00:00:00.000,Yes,Non Prevailing Wage,1,11,51,1,0,1,65,0,65,65,3,Article XI
73494,PARADISE MANAGEMENT CLUSTER 13.HPO.FY23,Multifamily Finance Program,2023-12-27T00:00:00.000,2023-12-27T00:00:00.000,Yes,Non Prevailing Wage,1,9,37,32,0,0,79,0,79,79,4,Article XI
73495,PARADISE MANAGEMENT CLUSTER 14.HPO.FY23,Multifamily Finance Program,2023-10-16T00:00:00.000,2023-10-16T00:00:00.000,Yes,Non Prevailing Wage,0,14,48,1,0,1,64,0,64,64,3,Article XI
73496,PARADISE MANAGEMENT CLUSTER 15.HPO.FY23,Multifamily Finance Program,2023-10-16T00:00:00.000,2023-10-16T00:00:00.000,Yes,Non Prevailing Wage,0,10,60,0,0,1,71,0,71,71,8,Article XI
73497,PARADISE MANAGEMENT CLUSTER 16.HPO.FY23,Multifamily Finance Program,2023-07-05T00:00:00.000,2024-06-05T00:00:00.000,Yes,Non Prevailing Wage,5,8,37,14,0,1,65,0,65,65,2,Article XI
73500,FLATBUSH GARDENS HDFC.HPO.FY23,Multifamily Finance Program,2023-06-29T00:00:00.000,,No,Non Prevailing Wage,9,748,1419,318,0,0,2494,0,2494,2494,201,Article XI
73501,21-12 CORNAGA AVENUE,Multifamily Incentives Program,2024-05-21T00:00:00.000,,No,Non Prevailing Wage,0,0,13,0,0,0,13,0,13,44,0,421a
73506,NORGATE PLAZA.HUDMF.FY23,Multifamily Finance Program,2023-06-28T00:00:00.000,,No,Non Prevailing Wage,150,34,30,0,0,0,214,0,214,214,60,Article XI
73507,RENWICK GARDEN.HUDMF.FY23,Multifamily Finance Program,2023-06-23T00:00:00.000,2023-06-23T00:00:00.000,Yes,Non Prevailing Wage,205,13,2,0,4,0,224,0,224,224,23,Article V
73511,435 CONEY ISLAND AVENUE,Multifamily Incentives Program,2024-04-16T00:00:00.000,,No,Non Prevailing Wage,0,0,26,0,0,0,26,0,26,128,0,421a
73515,98-14 66TH AVENUE,Multifamily Incentives Program,2023-06-01T00:00:00.000,,No,Non Prevailing Wage,0,18,17,8,0,0,43,0,43,170,0,421a
73516,141-15 78TH AVENUE,Multifamily Incentives Program,2023-08-25T00:00:00.000,,No,Non Prevailing Wage,0,0,20,0,0,0,20,0,20,79,0,421a
73522,3333-BROADWAY,Multifamily Finance Program,2022-06-30T00:00:00.000,2022-06-30T00:00:00.000,Yes,Non Prevailing Wage,0,0,226,339,0,0,565,0,565,565,0,Article XI
73523,1500 HONE HDFC.HPO.FY23,Multifamily Finance Program,2023-06-27T00:00:00.000,2023-06-27T00:00:00.000,Yes,Non Prevailing Wage,0,8,40,0,0,1,49,0,49,49,2,Article XI
73524,1020 ASSOCIATES HDFC.HPO.FY23 (1988 NEWBOLD),Multifamily Finance Program,2023-06-28T00:00:00.000,2023-06-28T00:00:00.000,Yes,Non Prevailing Wage,0,8,43,0,0,1,52,0,52,52,4,Article XI
73525,2460 DAVIDSON REALTY HDFC.HPO.FY23,Multifamily Finance Program,2023-06-29T00:00:00.000,2023-06-29T00:00:00.000,Yes,Non Prevailing Wage,0,11,47,0,0,1,59,0,59,59,4,Article XI
73526,MCKINLEY SQUARE PHASE 1 HDFC.HPO.FY23,Multifamily Finance Program,2023-06-30T00:00:00.000,2023-06-30T00:00:00.000,Yes,Non Prevailing Wage,0,76,38,0,0,3,117,0,117,117,7,Article XI
73527,MCKINLEY SQUARE PHASE 2 HDFC.HPO.FY23,Multifamily Finance Program,2023-06-30T00:00:00.000,2023-06-30T00:00:00.000,Yes,Non Prevailing Wage,0,27,12,0,0,0,39,0,39,39,0,Article XI
73535,CONFIDENTIAL,Confidential,2023-03-09T00:00:00.000,2023-03-09T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
73537,CONFIDENTIAL,Confidential,2023-03-10T00:00:00.000,2023-03-10T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
73549,INNOVATIVE URBAN VILLAGE 1A,Multifamily Finance Program,2024-03-27T00:00:00.000,,No,Non Prevailing Wage,165,69,151,0,0,1,386,0,386,386,0,420c
73556,50 COMMERCIAL STREET,Multifamily Incentives Program,2024-02-15T00:00:00.000,,No,Non Prevailing Wage,0,0,6,0,0,0,6,0,6,32,0,421a
73563,CONFIDENTIAL,Confidential,2023-10-12T00:00:00.000,,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
73568,CONFIDENTIAL,Confidential,2023-03-17T00:00:00.000,2023-03-17T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
73569,CONFIDENTIAL,Confidential,2023-03-16T00:00:00.000,2023-03-16T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
73572,CONFIDENTIAL,Confidential,2023-10-05T00:00:00.000,,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,0,
73573,CONFIDENTIAL,Confidential,2023-09-12T00:00:00.000,,No,Non Prevailing Wage,0,3,0,0,0,0,0,3,3,3,0,
73616,CONFIDENTIAL,Confidential,2021-07-28T00:00:00.000,2022-03-19T00:00:00.000,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,0,
73619,CONFIDENTIAL,Confidential,2023-03-31T00:00:00.000,2023-03-31T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
73620,CONFIDENTIAL,Confidential,2023-03-31T00:00:00.000,2023-03-31T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
73630,CONFIDENTIAL,Confidential,2023-03-15T00:00:00.000,2023-03-15T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
73642,CONFIDENTIAL,Confidential,2023-02-17T00:00:00.000,2024-05-13T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,2,0,0,2,2,2,0,
73643,CONFIDENTIAL,Confidential,2023-03-09T00:00:00.000,2023-08-14T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
73644,CONFIDENTIAL,Confidential,2023-02-27T00:00:00.000,2023-07-21T00:00:00.000,No,Non Prevailing Wage,1,0,0,0,0,0,0,1,1,1,0,
73646,CONFIDENTIAL,Confidential,2022-06-20T00:00:00.000,2022-12-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,1,0,0,0,1,1,1,0,
73647,CONFIDENTIAL,Confidential,2023-02-16T00:00:00.000,2023-06-12T00:00:00.000,No,Non Prevailing Wage,0,1,0,0,0,0,0,1,1,1,0,
73648,CONFIDENTIAL,Confidential,2023-02-16T00:00:00.000,2023-02-28T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
73649,CONFIDENTIAL,Confidential,2023-09-11T00:00:00.000,2024-01-19T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
73651,CONFIDENTIAL,Confidential,2023-08-11T00:00:00.000,2024-01-26T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,1,0,0,1,1,1,0,
73652,CONFIDENTIAL,Confidential,2023-08-17T00:00:00.000,2023-12-01T00:00:00.000,No,Non Prevailing Wage,0,0,1,0,0,0,0,1,1,1,0,
73654,CONFIDENTIAL,Confidential,2023-10-13T00:00:00.000,2023-12-08T00:00:00.000,No,Non Prevailing Wage,0,2,0,0,0,0,2,0,2,2,0,
73666,32-18 UNION STREET,Multifamily Incentives Program,2023-03-29T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
73667,1009 NELSON AVE APARTMENTS,Multifamily Incentives Program,2023-03-29T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,16,0,421a
73668,2279 BARKER AVENUE,Multifamily Incentives Program,2023-03-28T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,22,0,22,0,22,23,0,421a
73669,101 AVENUE,Multifamily Incentives Program,2023-03-28T00:00:00.000,2024-05-24T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,9,0,9,0,9,27,0,421a
73670,1181 & 1183 NEW YORK AVENUE,Multifamily Incentives Program,2023-03-28T00:00:00.000,2024-06-07T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,18,0,421a
73671,106 MT HOPE,Multifamily Incentives Program,2023-03-27T00:00:00.000,2023-07-27T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,14,0,14,0,14,44,0,421a
73672,317 FRANKLIN AVENUE,Multifamily Incentives Program,2023-03-20T00:00:00.000,2023-09-06T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,10,0,421a
73673,2801 TILDEN AVENUE,Multifamily Incentives Program,2023-03-20T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,13,0,421a
73674,1135 TELLER AVENUE,Multifamily Incentives Program,2023-03-20T00:00:00.000,2024-02-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,43,0,43,0,43,44,0,421a
73675,94 EAST 208 STREET,Multifamily Incentives Program,2023-03-17T00:00:00.000,2023-10-17T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,8,0,421a
73676,577 EAST 161 STREET,Multifamily Incentives Program,2023-03-16T00:00:00.000,2023-09-20T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,13,0,421a
73677,1791 MARMION AVENUE,Multifamily Incentives Program,2023-03-16T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,26,0,26,0,26,27,0,421a
73678,92 WEST 169 STREET APARTMENTS,Multifamily Incentives Program,2023-03-15T00:00:00.000,2024-02-27T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,12,0,12,0,12,38,0,421a
73689,865 ROGERS AVENUE APARTMENTS,Multifamily Incentives Program,2023-03-15T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,8,0,8,0,8,26,0,421a
73690,1950 AMSTERDAM AVENUE APARMTENTS,Multifamily Incentives Program,2023-03-15T00:00:00.000,2023-06-14T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,14,0,421a
73691,1818 PROSPECT AVENUE APARTMENTS,Multifamily Incentives Program,2023-03-14T00:00:00.000,2023-10-04T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,44,0,44,0,44,44,0,421a
73692,1412 COLLEGE AVENUE APARTMENTS,Multifamily Incentives Program,2023-03-14T00:00:00.000,2024-02-06T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,16,0,421a
73693,94-50 45TH AVENUE,Multifamily Incentives Program,2023-03-10T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,7,0,421a
73694,1755 BROOKLYN AVENUE,Multifamily Incentives Program,2023-03-10T00:00:00.000,2023-11-15T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,9,0,421a
73695,134-16 36 ROAD,Multifamily Incentives Program,2023-03-10T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,8,0,8,0,8,26,0,421a
73696,36-10 31ST STREET,Multifamily Incentives Program,2023-03-06T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,13,0,13,0,13,41,0,421a
73697,3436 KINGSBRIDGE AVE APARTMENTS,Multifamily Incentives Program,2023-03-02T00:00:00.000,2023-10-17T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,12,0,12,0,12,39,0,421a
73698,290 LINDEN BOULEVARD APARTMENTS,Multifamily Incentives Program,2023-03-02T00:00:00.000,2024-03-19T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,10,0,10,0,10,33,0,421a
73699,26-19 2ND STREET,Multifamily Incentives Program,2023-03-02T00:00:00.000,2023-12-27T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,8,0,8,0,8,25,0,421a
73700,1760 GRAND AVENUE,Multifamily Incentives Program,2023-02-28T00:00:00.000,2024-06-20T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,15,0,421a
73701,1502 46 STREET,Multifamily Incentives Program,2023-02-23T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,16,0,421a
73702,97 VARET STREET APARTMENT,Multifamily Incentives Program,2023-02-23T00:00:00.000,2023-11-15T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
73703,33-19 103RD STREET APARTMENTS,Multifamily Incentives Program,2023-02-23T00:00:00.000,2023-07-27T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,2,0,2,0,2,6,0,421a
73704,785 FAIRMOUNT PLACE APARTMENTS,Multifamily Incentives Program,2023-02-22T00:00:00.000,2023-06-16T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,24,0,24,0,24,25,0,421a
73705,282 EAST 32ND STREET APARTMENTS,Multifamily Incentives Program,2023-02-22T00:00:00.000,2023-02-22T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,14,0,421a
73706,1526 SEDGWICK AVENUE APARTMENTS,Multifamily Incentives Program,2023-02-22T00:00:00.000,2023-07-31T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,12,0,12,0,12,39,0,421a
73707,1001 BUSHWICK AVENUE,Multifamily Incentives Program,2023-02-22T00:00:00.000,2023-07-27T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,11,0,11,0,11,34,0,421a
73708,157 WEST KINGSBRIDGE ROAD,Multifamily Incentives Program,2023-02-21T00:00:00.000,2023-06-22T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,20,0,421a
73709,3510 WHITE PLAINS ROAD,Multifamily Incentives Program,2023-02-16T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,23,0,23,0,23,24,0,421a
73710,69-03/69-05 DITMARS BOULEVARD,Multifamily Incentives Program,2023-02-15T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,15,0,421a
73711,40-43 68TH STREET APARTMENTS,Multifamily Incentives Program,2023-02-13T00:00:00.000,2024-04-15T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
73712,36-26 172ND STREET APARTMENTS,Multifamily Incentives Program,2023-02-13T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,2,0,2,0,2,6,0,421a
73713,139 15TH STREET APARTMENTS,Multifamily Incentives Program,2023-02-13T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
73714,132-53 41ST AVENUE APARTMENTS,Multifamily Incentives Program,2023-02-13T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,14,0,421a
73715,104-18 NORTHERN BLVD APARTMENTS,Multifamily Incentives Program,2023-02-13T00:00:00.000,2024-06-26T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,7,0,421a
73716,83-15 PARSONS BOULEVARD APARTMENTS,Multifamily Incentives Program,2023-02-10T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,10,0,10,0,10,33,0,421a
73717,3823 CARPENTER AVENUE APARTMENTS,Multifamily Incentives Program,2023-02-10T00:00:00.000,2023-08-17T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,13,0,421a
73718,2761 BRONXWOOD AVENUE,Multifamily Incentives Program,2023-02-10T00:00:00.000,2023-06-13T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,31,0,31,0,31,32,0,421a
73719,584 4TH AVE,Multifamily Incentives Program,2023-02-08T00:00:00.000,2024-02-26T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,14,0,14,0,14,46,0,421a
73720,12-22 ASTORIA BLVD,Multifamily Incentives Program,2023-02-08T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
73721,3128 BAILY AVE,Multifamily Incentives Program,2023-02-08T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,40,0,40,0,40,40,0,421a
73722,26-24 4TH STREET,Multifamily Incentives Program,2023-02-08T00:00:00.000,2024-06-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,30,0,30,0,30,99,0,421a
73723,229 BEACH 14 STREET,Multifamily Incentives Program,2023-02-08T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,15,0,421a
73724,194 BUFFALO AVE,Multifamily Incentives Program,2023-02-08T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,8,0,421a
73725,1230 PROSPECT AVE,Multifamily Incentives Program,2023-02-08T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,17,0,421a
73726,1015 ATLANTIC AVE,Multifamily Incentives Program,2023-02-08T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,12,0,12,0,12,38,0,421a
73727,24-28 BARTLETT STREET APARTMENTS,Multifamily Incentives Program,2023-02-06T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,12,0,421a
73728,762 MADISON STREET APARTMENTS,Multifamily Incentives Program,2023-02-02T00:00:00.000,2023-06-09T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
73729,1484 WATSON AVENUE APARTMENTS,Multifamily Incentives Program,2023-02-02T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,102,0,102,0,102,102,0,421a
73730,SUNROSE TOWER,Multifamily Incentives Program,2023-02-01T00:00:00.000,2023-11-21T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,72,0,72,0,72,238,0,421a
73731,85 & 87 HERKIMER STREET,Multifamily Incentives Program,2023-01-31T00:00:00.000,2023-08-03T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,12,0,421a
73732,1554 AND 1556 NEW YORK AVE,Multifamily Incentives Program,2023-01-31T00:00:00.000,2024-01-09T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,18,0,421a
73733,672 UNION AVENUE,Multifamily Incentives Program,2023-01-20T00:00:00.000,2023-05-19T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,36,0,36,0,36,37,0,421a
73734,596 METROPOLITAN AVENUE APARTMENTS,Multifamily Incentives Program,2023-01-16T00:00:00.000,2023-06-30T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,12,0,421a
73735,31-22 60 STREET,Multifamily Incentives Program,2023-01-16T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,2,0,2,0,2,6,0,421a
73736,2441 CROTONA AVENUE APARTMENTS,Multifamily Incentives Program,2023-01-16T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,17,0,17,0,17,50,0,421a
73737,1777 WEEKS AVENUE,Multifamily Incentives Program,2023-01-13T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,14,0,14,0,14,45,0,421a
73738,2427 CROTONA AVENUE,Multifamily Incentives Program,2023-01-16T00:00:00.000,2023-07-17T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,17,0,421a
73739,2140 MATTHEWS AVENUE,Multifamily Incentives Program,2023-01-10T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,14,0,14,0,14,16,0,421a
73740,1677 TOWNSEND AVENUE,Multifamily Incentives Program,2023-01-10T00:00:00.000,2023-06-22T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,34,0,34,0,34,35,0,421a
73741,69 AMBOY STREET,Multifamily Incentives Program,2023-01-09T00:00:00.000,2023-07-27T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,8,0,8,0,8,9,0,421a
73742,4829-4831 WHITE PLAINS ROAD,Multifamily Incentives Program,2023-01-09T00:00:00.000,2023-06-22T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,20,0,421a
73743,870 METROPOLITAN AVENUE APARTMENTS,Multifamily Incentives Program,2023-01-06T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,22,0,421a
73744,113 E 184TH STREET,Multifamily Incentives Program,2023-01-06T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,16,0,16,0,16,51,0,421a
73745,THE BROOKLYN TOWER,Multifamily Incentives Program,2023-01-05T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,120,0,120,0,120,398,0,421a
73751,11 LEWIS AVENUE,Multifamily Incentives Program,2023-01-04T00:00:00.000,2023-07-14T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,13,0,421a
73753,3327 WHITE PLAINS ROAD,Multifamily Incentives Program,2023-01-03T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,7,0,7,0,7,22,0,421a
73754,1462 FLATBUSH AVENUE APARTMENTS,Multifamily Incentives Program,2022-12-29T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,14,0,14,0,14,45,0,421a
73755,3301 NEWKIRK AVE _HPS,Multifamily Incentives Program,2022-12-27T00:00:00.000,2023-08-09T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,9,0,421a
73756,440 E 115TH STREET APARTMENTS,Multifamily Incentives Program,2022-12-14T00:00:00.000,2023-09-06T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,15,0,421a
73757,1701 CLAY AVENUE APARTMENTS_HPS,Multifamily Incentives Program,2022-12-05T00:00:00.000,2024-04-15T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,16,0,16,0,16,17,0,421a
73758,422 RUTLAND ROAD,Multifamily Incentives Program,2022-11-29T00:00:00.000,2023-04-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,2,0,2,0,2,6,0,421a
73759,LINCOLN AT BANKSIDE APARTMENTS,Multifamily Incentives Program,2022-11-21T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,277,0,277,0,277,921,0,421a
73760,THIRD AVENUE AND EAST 134TH STREET,Multifamily Incentives Program,2022-11-10T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,43,0,43,0,43,141,0,421a
73761,282 GRAND STREET APARTMENTS,Multifamily Incentives Program,2022-11-03T00:00:00.000,,No,Non Prevailing Wage,0,0,3,0,5,0,8,0,8,25,0,421a
73762,140 STEBBINS AVENUE APARTMENTS,Multifamily Incentives Program,2022-10-24T00:00:00.000,2023-02-07T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,73,0,73,0,73,73,0,421a
73763,426 MANHATTAN AVENUE APARTMENTS,Multifamily Incentives Program,2022-09-23T00:00:00.000,2023-03-20T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,10,0,10,0,10,33,0,421a
73764,4607 PARK DEVELOPMENT LLC,Multifamily Incentives Program,2022-09-19T00:00:00.000,2022-09-19T00:00:00.000,No,Non Prevailing Wage,0,0,9,0,18,0,27,0,27,90,0,421a
73765,1144 EVERGREEN DEVELOPMENT LLC,Multifamily Incentives Program,2022-09-19T00:00:00.000,2022-09-19T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,22,0,22,0,22,73,0,421a
73766,ANTHONY BUSH DEVELOPMENT LLC,Multifamily Incentives Program,2022-09-14T00:00:00.000,2023-02-16T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,28,0,28,0,28,91,0,421a
73767,1401 EDWARD L GRANT HIGHWAY,Multifamily Incentives Program,2022-07-25T00:00:00.000,2022-07-25T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,14,0,14,0,14,44,0,421a
73768,THE BARONIAL,Multifamily Incentives Program,2022-06-21T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,11,0,421a
73769,813 ELSMERE PLACE,Multifamily Incentives Program,2022-06-20T00:00:00.000,2023-07-06T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
73770,1462 SOUTHERN BOULEVARD,Multifamily Incentives Program,2022-06-20T00:00:00.000,2023-11-21T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
73771,1286 NEW YORK AVE APARTMENTS,Multifamily Incentives Program,2022-06-20T00:00:00.000,2022-10-11T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,5,0,5,0,5,14,0,421a
73772,1547 LELAND AVENUE,Multifamily Incentives Program,2022-06-09T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,10,0,421a
73773,851 EAST 167TH STREET,Multifamily Incentives Program,2022-06-07T00:00:00.000,2024-06-05T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,6,0,6,0,6,18,0,421a
73774,360 FORDHAM HEIGHTS,Multifamily Incentives Program,2022-06-07T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,12,0,421a
73775,2339 STUART STREET APARTMENTS,Multifamily Incentives Program,2022-06-07T00:00:00.000,2023-06-27T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,3,0,3,0,3,9,0,421a
73777,1472 SHAKESPEARE AVENUE,Multifamily Incentives Program,2022-06-03T00:00:00.000,2024-06-06T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,11,0,11,0,11,34,0,421a
73778,3550 LACONIA AVE,Multifamily Incentives Program,2022-06-01T00:00:00.000,,No,Non Prevailing Wage,0,0,0,0,2,0,2,0,2,6,0,421a
73779,315 BUSHWICK AVE APARTMENTS,Multifamily Incentives Program,2022-05-13T00:00:00.000,2023-08-11T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,4,0,4,0,4,12,0,421a
73780,1082 WOODYCREST AVENUE APARTMENTS,Multifamily Incentives Program,2022-04-19T00:00:00.000,2023-02-01T00:00:00.000,No,Non Prevailing Wage,0,0,0,0,15,0,15,0,15,48,0,421a
